student_id,total_classes,attendance_percentage,student_name,department,year,section,hostel_status,attendance_status
STU0376,50,74.0,Student_0376,ECE,2,B,Day Scholar,Below 75%
STU0377,50,80.0,Student_0377,CSE,4,C,Day Scholar,75% and Above
STU0378,50,78.0,Student_0378,CSE,1,D,Day Scholar,75% and Above
STU0379,50,88.0,Student_0379,EEE,4,B,Hostel,75% and Above
STU0380,50,84.0,Student_0380,ECE,1,A,Hostel,75% and Above
STU0381,50,88.0,Student_0381,ECE,3,D,Hostel,75% and Above
STU0382,50,92.0,Student_0382,CIVIL,1,A,Day Scholar,75% and Above
STU0383,50,88.0,Student_0383,IT,3,C,Hostel,75% and Above
STU0384,50,82.0,Student_0384,CIVIL,4,B,Day Scholar,75% and Above
STU0385,50,88.0,Student_0385,CIVIL,3,C,Hostel,75% and Above
STU0386,50,76.0,Student_0386,CIVIL,4,B,Hostel,75% and Above
STU0387,50,82.0,Student_0387,CIVIL,2,A,Hostel,75% and Above
STU0388,50,78.0,Student_0388,CIVIL,2,C,Hostel,75% and Above
STU0389,50,74.0,Student_0389,MECH,2,C,Day Scholar,Below 75%
STU0390,50,88.0,Student_0390,ECE,3,A,Hostel,75% and Above
STU0391,50,76.0,Student_0391,CIVIL,2,C,Hostel,75% and Above
STU0392,50,80.0,Student_0392,ECE,1,D,Day Scholar,75% and Above
STU0393,50,86.0,Student_0393,ECE,4,B,Day Scholar,75% and Above
STU0394,50,76.0,Student_0394,AIML,4,B,Hostel,75% and Above
STU0395,50,72.0,Student_0395,MECH,1,B,Hostel,Below 75%
STU0396,50,88.0,Student_0396,CIVIL,3,D,Day Scholar,75% and Above
STU0397,50,80.0,Student_0397,CSE,3,B,Day Scholar,75% and Above
STU0398,50,88.0,Student_0398,EEE,4,A,Day Scholar,75% and Above
STU0399,50,82.0,Student_0399,IT,2,C,Hostel,75% and Above
STU0400,50,80.0,Student_0400,CSE,3,D,Hostel,75% and Above
STU0401,50,86.0,Student_0401,MECH,3,B,Hostel,75% and Above
STU0402,50,88.0,Student_0402,EEE,1,A,Day Scholar,75% and Above
STU0403,50,86.0,Student_0403,MECH,1,C,Day Scholar,75% and Above
STU0404,50,82.0,Student_0404,ECE,2,C,Day Scholar,75% and Above
STU0405,50,76.0,Student_0405,EEE,3,D,Hostel,75% and Above
STU0406,50,76.0,Student_0406,ECE,3,D,Day Scholar,75% and Above
STU0407,50,78.0,Student_0407,CSE,1,D,Hostel,75% and Above
STU0408,50,78.0,Student_0408,CSE,3,A,Day Scholar,75% and Above
STU0409,50,82.0,Student_0409,EEE,4,A,Hostel,75% and Above
STU0410,50,84.0,Student_0410,EEE,1,D,Hostel,75% and Above
STU0411,50,76.0,Student_0411,CIVIL,2,B,Day Scholar,75% and Above
STU0412,50,76.0,Student_0412,MECH,1,C,Hostel,75% and Above
STU0413,50,72.0,Student_0413,CIVIL,3,C,Day Scholar,Below 75%
STU0414,50,80.0,Student_0414,MECH,2,A,Hostel,75% and Above
STU0415,50,82.0,Student_0415,CIVIL,1,C,Day Scholar,75% and Above
STU0416,50,84.0,Student_0416,ECE,4,B,Day Scholar,75% and Above
STU0417,50,80.0,Student_0417,EEE,4,C,Hostel,75% and Above
STU0418,50,84.0,Student_0418,CSE,1,A,Day Scholar,75% and Above
STU0419,50,78.0,Student_0419,MECH,4,A,Hostel,75% and Above
STU0420,50,82.0,Student_0420,MECH,4,B,Day Scholar,75% and Above
STU0421,50,86.0,Student_0421,CSE,4,B,Day Scholar,75% and Above
STU0422,50,70.0,Student_0422,CIVIL,2,C,Day Scholar,Below 75%
STU0423,50,80.0,Student_0423,MECH,4,C,Day Scholar,75% and Above
STU0424,50,82.0,Student_0424,IT,4,A,Hostel,75% and Above
STU0425,50,86.0,Student_0425,ECE,4,B,Day Scholar,75% and Above
STU0426,50,82.0,Student_0426,EEE,2,B,Day Scholar,75% and Above
STU0427,50,76.0,Student_0427,CSE,1,B,Hostel,75% and Above
STU0428,50,88.0,Student_0428,EEE,3,C,Hostel,75% and Above
STU0429,50,88.0,Student_0429,IT,4,B,Hostel,75% and Above
STU0430,50,88.0,Student_0430,MECH,1,A,Hostel,75% and Above
STU0431,50,78.0,Student_0431,MECH,4,A,Hostel,75% and Above
STU0432,50,78.0,Student_0432,IT,2,C,Hostel,75% and Above
STU0433,50,80.0,Student_0433,CSE,1,D,Day Scholar,75% and Above
STU0434,50,74.0,Student_0434,ECE,2,C,Hostel,Below 75%
STU0435,50,84.0,Student_0435,AIML,4,D,Day Scholar,75% and Above
STU0436,50,80.0,Student_0436,CSE,4,B,Hostel,75% and Above
STU0437,50,80.0,Student_0437,AIML,2,C,Day Scholar,75% and Above
STU0438,50,88.0,Student_0438,IT,3,A,Day Scholar,75% and Above
STU0439,50,90.0,Student_0439,CIVIL,2,B,Day Scholar,75% and Above
STU0440,50,90.0,Student_0440,AIML,4,A,Hostel,75% and Above
STU0441,50,82.0,Student_0441,ECE,2,B,Hostel,75% and Above
STU0442,50,84.0,Student_0442,CIVIL,3,C,Hostel,75% and Above
STU0443,50,84.0,Student_0443,AIML,2,D,Hostel,75% and Above
STU0444,50,90.0,Student_0444,IT,3,B,Day Scholar,75% and Above
STU0445,50,84.0,Student_0445,CIVIL,3,D,Hostel,75% and Above
STU0446,50,80.0,Student_0446,IT,2,B,Day Scholar,75% and Above
STU0447,50,82.0,Student_0447,AIML,2,A,Day Scholar,75% and Above
STU0448,50,84.0,Student_0448,IT,1,A,Hostel,75% and Above
STU0449,50,82.0,Student_0449,ECE,4,B,Hostel,75% and Above
STU0450,50,82.0,Student_0450,AIML,3,D,Hostel,75% and Above
STU0451,50,84.0,Student_0451,AIML,1,C,Day Scholar,75% and Above
STU0452,50,86.0,Student_0452,AIML,2,C,Hostel,75% and Above
STU0453,50,86.0,Student_0453,CSE,4,A,Day Scholar,75% and Above
STU0454,50,86.0,Student_0454,CSE,1,C,Hostel,75% and Above
STU0455,50,84.0,Student_0455,CSE,3,A,Day Scholar,75% and Above
STU0456,50,84.0,Student_0456,ECE,1,C,Hostel,75% and Above
STU0457,50,78.0,Student_0457,CIVIL,3,B,Hostel,75% and Above
STU0458,50,90.0,Student_0458,IT,2,A,Day Scholar,75% and Above
STU0459,50,86.0,Student_0459,MECH,4,A,Hostel,75% and Above
STU0460,50,86.0,Student_0460,AIML,4,B,Hostel,75% and Above
STU0461,50,78.0,Student_0461,IT,4,A,Hostel,75% and Above
STU0462,50,80.0,Student_0462,AIML,2,C,Hostel,75% and Above
STU0463,50,68.0,Student_0463,ECE,3,C,Hostel,Below 75%
STU0464,50,80.0,Student_0464,AIML,2,A,Hostel,75% and Above
STU0465,50,86.0,Student_0465,CSE,4,C,Hostel,75% and Above
STU0466,50,78.0,Student_0466,MECH,2,D,Day Scholar,75% and Above
STU0467,50,90.0,Student_0467,EEE,2,A,Day Scholar,75% and Above
STU0468,50,80.0,Student_0468,AIML,2,B,Hostel,75% and Above
STU0469,50,86.0,Student_0469,IT,3,D,Hostel,75% and Above
STU0470,50,86.0,Student_0470,CSE,1,A,Hostel,75% and Above
STU0471,50,88.0,Student_0471,EEE,1,B,Day Scholar,75% and Above
STU0472,50,78.0,Student_0472,MECH,2,C,Day Scholar,75% and Above
STU0473,50,86.0,Student_0473,EEE,1,B,Hostel,75% and Above
STU0474,50,76.0,Student_0474,CSE,1,D,Day Scholar,75% and Above
STU0475,50,82.0,Student_0475,CIVIL,2,C,Hostel,75% and Above
STU0476,50,84.0,Student_0476,CIVIL,2,A,Hostel,75% and Above
STU0477,50,80.0,Student_0477,EEE,4,C,Hostel,75% and Above
STU0478,50,70.0,Student_0478,ECE,1,A,Hostel,Below 75%
STU0479,50,90.0,Student_0479,IT,3,A,Day Scholar,75% and Above
STU0480,50,90.0,Student_0480,IT,2,B,Day Scholar,75% and Above
STU0481,50,86.0,Student_0481,EEE,4,B,Hostel,75% and Above
STU0482,50,86.0,Student_0482,AIML,3,B,Day Scholar,75% and Above
STU0483,50,74.0,Student_0483,AIML,1,D,Day Scholar,Below 75%
STU0484,50,80.0,Student_0484,IT,4,D,Hostel,75% and Above
STU0485,50,82.0,Student_0485,IT,2,B,Day Scholar,75% and Above
STU0486,50,76.0,Student_0486,CIVIL,3,D,Hostel,75% and Above
STU0487,50,74.0,Student_0487,ECE,2,C,Hostel,Below 75%
STU0488,50,78.0,Student_0488,CSE,1,C,Hostel,75% and Above
STU0489,50,86.0,Student_0489,AIML,3,D,Hostel,75% and Above
STU0490,50,90.0,Student_0490,IT,1,D,Day Scholar,75% and Above
STU0491,50,84.0,Student_0491,CIVIL,1,C,Hostel,75% and Above
STU0492,50,84.0,Student_0492,MECH,4,A,Day Scholar,75% and Above
STU0493,50,80.0,Student_0493,CIVIL,2,C,Hostel,75% and Above
STU0494,50,90.0,Student_0494,AIML,3,C,Hostel,75% and Above
STU0495,50,88.0,Student_0495,AIML,1,D,Day Scholar,75% and Above
STU0496,50,84.0,Student_0496,CIVIL,1,C,Hostel,75% and Above
STU0497,50,82.0,Student_0497,CSE,3,D,Day Scholar,75% and Above
STU0498,50,88.0,Student_0498,EEE,1,D,Day Scholar,75% and Above
STU0499,50,74.0,Student_0499,AIML,4,B,Hostel,Below 75%
STU0500,50,88.0,Student_0500,CIVIL,4,C,Hostel,75% and Above
STU0501,50,76.0,Student_0501,IT,4,A,Hostel,75% and Above
STU0502,50,80.0,Student_0502,CIVIL,4,B,Hostel,75% and Above
STU0503,50,72.0,Student_0503,ECE,1,D,Hostel,Below 75%
STU0504,50,86.0,Student_0504,EEE,3,D,Hostel,75% and Above
STU0505,50,80.0,Student_0505,MECH,3,A,Day Scholar,75% and Above
STU0506,50,88.0,Student_0506,CSE,3,D,Day Scholar,75% and Above
STU0507,50,84.0,Student_0507,MECH,3,C,Hostel,75% and Above
STU0508,50,68.0,Student_0508,EEE,2,B,Day Scholar,Below 75%
STU0509,50,84.0,Student_0509,EEE,3,D,Day Scholar,75% and Above
STU0510,50,84.0,Student_0510,EEE,2,D,Hostel,75% and Above
STU0511,50,84.0,Student_0511,MECH,2,A,Hostel,75% and Above
STU0512,50,86.0,Student_0512,IT,4,C,Day Scholar,75% and Above
STU0513,50,86.0,Student_0513,EEE,2,D,Hostel,75% and Above
STU0514,50,84.0,Student_0514,CIVIL,1,A,Day Scholar,75% and Above
STU0515,50,76.0,Student_0515,MECH,2,D,Hostel,75% and Above
STU0516,50,86.0,Student_0516,EEE,4,A,Day Scholar,75% and Above
STU0517,50,84.0,Student_0517,CIVIL,2,A,Day Scholar,75% and Above
STU0518,50,86.0,Student_0518,IT,1,C,Day Scholar,75% and Above
STU0519,50,82.0,Student_0519,ECE,1,D,Day Scholar,75% and Above
STU0520,50,80.0,Student_0520,IT,1,C,Hostel,75% and Above
STU0521,50,76.0,Student_0521,EEE,4,A,Hostel,75% and Above
STU0522,50,76.0,Student_0522,MECH,4,B,Day Scholar,75% and Above
STU0523,50,86.0,Student_0523,AIML,3,D,Day Scholar,75% and Above
STU0524,50,80.0,Student_0524,EEE,4,B,Hostel,75% and Above
STU0525,50,78.0,Student_0525,AIML,1,D,Hostel,75% and Above
STU0526,50,96.0,Student_0526,CIVIL,1,C,Day Scholar,75% and Above
STU0527,50,84.0,Student_0527,ECE,4,C,Day Scholar,75% and Above
STU0528,50,76.0,Student_0528,CSE,2,C,Day Scholar,75% and Above
STU0529,50,88.0,Student_0529,IT,4,C,Day Scholar,75% and Above
STU0530,50,74.0,Student_0530,ECE,4,C,Day Scholar,Below 75%
STU0531,50,88.0,Student_0531,EEE,1,B,Hostel,75% and Above
STU0532,50,88.0,Student_0532,AIML,3,C,Day Scholar,75% and Above
STU0533,50,80.0,Student_0533,IT,1,A,Hostel,75% and Above
STU0534,50,76.0,Student_0534,AIML,3,A,Hostel,75% and Above
STU0535,50,90.0,Student_0535,MECH,1,B,Hostel,75% and Above
STU0536,50,80.0,Student_0536,AIML,4,D,Day Scholar,75% and Above
STU0537,50,76.0,Student_0537,MECH,1,A,Hostel,75% and Above
STU0538,50,76.0,Student_0538,CIVIL,1,D,Hostel,75% and Above
STU0539,50,80.0,Student_0539,IT,1,B,Hostel,75% and Above
STU0540,50,80.0,Student_0540,IT,4,D,Hostel,75% and Above
STU0541,50,86.0,Student_0541,CSE,4,D,Day Scholar,75% and Above
STU0542,50,84.0,Student_0542,EEE,4,D,Day Scholar,75% and Above
STU0543,50,78.0,Student_0543,MECH,4,D,Hostel,75% and Above
STU0544,50,86.0,Student_0544,CSE,3,B,Hostel,75% and Above
STU0545,50,80.0,Student_0545,AIML,3,A,Day Scholar,75% and Above
STU0546,50,92.0,Student_0546,AIML,2,C,Day Scholar,75% and Above
STU0547,50,80.0,Student_0547,CSE,4,D,Day Scholar,75% and Above
STU0548,50,80.0,Student_0548,IT,3,A,Hostel,75% and Above
STU0549,50,82.0,Student_0549,AIML,1,A,Day Scholar,75% and Above
STU0550,50,86.0,Student_0550,CIVIL,4,B,Hostel,75% and Above
STU0551,50,82.0,Student_0551,CIVIL,2,A,Hostel,75% and Above
STU0552,50,80.0,Student_0552,CSE,2,B,Day Scholar,75% and Above
STU0553,50,78.0,Student_0553,MECH,2,D,Hostel,75% and Above
STU0554,50,86.0,Student_0554,MECH,1,D,Day Scholar,75% and Above
STU0555,50,86.0,Student_0555,CSE,3,C,Hostel,75% and Above
STU0556,50,80.0,Student_0556,MECH,1,C,Day Scholar,75% and Above
STU0557,50,74.0,Student_0557,IT,4,C,Hostel,Below 75%
STU0558,50,86.0,Student_0558,IT,2,A,Hostel,75% and Above
STU0559,50,76.0,Student_0559,MECH,1,D,Day Scholar,75% and Above
STU0560,50,86.0,Student_0560,CIVIL,1,B,Day Scholar,75% and Above
STU0561,50,82.0,Student_0561,MECH,3,C,Day Scholar,75% and Above
STU0562,50,82.0,Student_0562,IT,3,B,Day Scholar,75% and Above
STU0563,50,76.0,Student_0563,ECE,2,B,Hostel,75% and Above
STU0564,50,86.0,Student_0564,EEE,1,C,Day Scholar,75% and Above
STU0565,50,80.0,Student_0565,AIML,1,D,Day Scholar,75% and Above
STU0566,50,82.0,Student_0566,ECE,3,C,Hostel,75% and Above
STU0567,50,84.0,Student_0567,MECH,1,B,Day Scholar,75% and Above
STU0568,50,74.0,Student_0568,CIVIL,1,C,Day Scholar,Below 75%
STU0569,50,80.0,Student_0569,CSE,1,B,Hostel,75% and Above
STU0570,50,74.0,Student_0570,MECH,3,B,Day Scholar,Below 75%
STU0571,50,76.0,Student_0571,CIVIL,2,C,Day Scholar,75% and Above
STU0572,50,86.0,Student_0572,EEE,4,A,Day Scholar,75% and Above
STU0573,50,70.0,Student_0573,MECH,2,C,Day Scholar,Below 75%
STU0574,50,86.0,Student_0574,IT,4,A,Day Scholar,75% and Above
STU0575,50,80.0,Student_0575,CSE,1,B,Day Scholar,75% and Above
STU0576,50,88.0,Student_0576,CIVIL,2,B,Hostel,75% and Above
STU0577,50,82.0,Student_0577,CIVIL,4,A,Day Scholar,75% and Above
STU0578,50,82.0,Student_0578,CIVIL,3,B,Hostel,75% and Above
STU0579,50,82.0,Student_0579,EEE,3,A,Hostel,75% and Above
STU0580,50,88.0,Student_0580,MECH,2,A,Hostel,75% and Above
STU0581,50,78.0,Student_0581,EEE,2,B,Hostel,75% and Above
STU0582,50,80.0,Student_0582,AIML,1,D,Day Scholar,75% and Above
STU0583,50,82.0,Student_0583,AIML,2,A,Day Scholar,75% and Above
STU0584,50,84.0,Student_0584,MECH,1,C,Day Scholar,75% and Above
STU0585,50,86.0,Student_0585,IT,1,C,Hostel,75% and Above
STU0586,50,82.0,Student_0586,EEE,3,B,Day Scholar,75% and Above
STU0587,50,78.0,Student_0587,CSE,3,D,Day Scholar,75% and Above
STU0588,50,82.0,Student_0588,CIVIL,4,B,Day Scholar,75% and Above
STU0589,50,86.0,Student_0589,CIVIL,3,D,Hostel,75% and Above
STU0590,50,78.0,Student_0590,MECH,3,A,Hostel,75% and Above
STU0591,50,80.0,Student_0591,IT,2,A,Day Scholar,75% and Above
STU0592,50,80.0,Student_0592,AIML,3,A,Hostel,75% and Above
STU0593,50,74.0,Student_0593,AIML,4,A,Hostel,Below 75%
STU0594,50,86.0,Student_0594,CIVIL,2,C,Day Scholar,75% and Above
STU0595,50,84.0,Student_0595,MECH,4,C,Hostel,75% and Above
STU0596,50,72.0,Student_0596,EEE,3,B,Hostel,Below 75%
STU0597,50,74.0,Student_0597,AIML,4,D,Day Scholar,Below 75%
STU0598,50,82.0,Student_0598,EEE,2,A,Hostel,75% and Above
STU0599,50,86.0,Student_0599,IT,1,A,Hostel,75% and Above
STU0600,50,84.0,Student_0600,AIML,4,D,Hostel,75% and Above
STU0601,50,72.0,Student_0601,AIML,4,D,Hostel,Below 75%
STU0602,50,76.0,Student_0602,ECE,2,B,Hostel,75% and Above
STU0603,50,86.0,Student_0603,AIML,2,D,Hostel,75% and Above
STU0604,50,86.0,Student_0604,CSE,4,A,Hostel,75% and Above
STU0605,50,82.0,Student_0605,MECH,3,A,Hostel,75% and Above
STU0606,50,82.0,Student_0606,MECH,4,A,Day Scholar,75% and Above
STU0607,50,76.0,Student_0607,EEE,2,A,Day Scholar,75% and Above
STU0608,50,86.0,Student_0608,IT,1,A,Day Scholar,75% and Above
STU0609,50,78.0,Student_0609,AIML,1,B,Day Scholar,75% and Above
STU0610,50,82.0,Student_0610,CSE,3,A,Hostel,75% and Above
STU0611,50,88.0,Student_0611,EEE,4,B,Day Scholar,75% and Above
STU0612,50,86.0,Student_0612,ECE,1,A,Day Scholar,75% and Above
STU0613,50,84.0,Student_0613,EEE,4,C,Hostel,75% and Above
STU0614,50,82.0,Student_0614,EEE,2,C,Hostel,75% and Above
STU0615,50,80.0,Student_0615,AIML,1,C,Hostel,75% and Above
STU0616,50,80.0,Student_0616,ECE,3,C,Hostel,75% and Above
STU0617,50,82.0,Student_0617,EEE,2,B,Hostel,75% and Above
STU0618,50,82.0,Student_0618,CSE,3,B,Day Scholar,75% and Above
STU0619,50,84.0,Student_0619,CSE,2,D,Hostel,75% and Above
STU0620,50,76.0,Student_0620,MECH,1,A,Day Scholar,75% and Above
STU0621,50,82.0,Student_0621,ECE,3,C,Day Scholar,75% and Above
STU0622,50,84.0,Student_0622,ECE,3,B,Hostel,75% and Above
STU0623,50,80.0,Student_0623,MECH,2,A,Day Scholar,75% and Above
STU0624,50,86.0,Student_0624,EEE,3,A,Day Scholar,75% and Above
STU0625,50,80.0,Student_0625,ECE,2,B,Hostel,75% and Above
STU0626,50,84.0,Student_0626,CSE,2,C,Day Scholar,75% and Above
STU0627,50,84.0,Student_0627,CSE,2,D,Day Scholar,75% and Above
STU0628,50,68.0,Student_0628,AIML,2,A,Day Scholar,Below 75%
STU0629,50,72.0,Student_0629,ECE,1,D,Hostel,Below 75%
STU0630,50,70.0,Student_0630,EEE,2,C,Hostel,Below 75%
STU0631,50,80.0,Student_0631,MECH,4,C,Hostel,75% and Above
STU0632,50,74.0,Student_0632,MECH,3,D,Day Scholar,Below 75%
STU0633,50,72.0,Student_0633,EEE,4,C,Hostel,Below 75%
STU0634,50,84.0,Student_0634,IT,1,A,Day Scholar,75% and Above
STU0635,50,76.0,Student_0635,CIVIL,4,D,Hostel,75% and Above
STU0636,50,88.0,Student_0636,AIML,3,C,Day Scholar,75% and Above
STU0637,50,84.0,Student_0637,MECH,4,D,Hostel,75% and Above
STU0638,50,80.0,Student_0638,ECE,1,A,Hostel,75% and Above
STU0639,50,84.0,Student_0639,AIML,2,C,Day Scholar,75% and Above
STU0640,50,92.0,Student_0640,ECE,4,A,Hostel,75% and Above
STU0641,50,90.0,Student_0641,IT,1,C,Day Scholar,75% and Above
STU0642,50,88.0,Student_0642,CSE,1,B,Hostel,75% and Above
STU0643,50,86.0,Student_0643,AIML,3,C,Hostel,75% and Above
STU0644,50,76.0,Student_0644,MECH,3,D,Day Scholar,75% and Above
STU0645,50,82.0,Student_0645,AIML,4,C,Day Scholar,75% and Above
STU0646,50,78.0,Student_0646,AIML,2,A,Day Scholar,75% and Above
STU0647,50,84.0,Student_0647,AIML,1,A,Hostel,75% and Above
STU0648,50,86.0,Student_0648,CIVIL,4,C,Day Scholar,75% and Above
STU0649,50,86.0,Student_0649,AIML,1,D,Hostel,75% and Above
STU0650,50,76.0,Student_0650,ECE,1,B,Day Scholar,75% and Above
STU0651,50,78.0,Student_0651,CSE,2,D,Day Scholar,75% and Above
STU0652,50,80.0,Student_0652,IT,2,B,Day Scholar,75% and Above
STU0653,50,78.0,Student_0653,EEE,4,A,Day Scholar,75% and Above
STU0654,50,76.0,Student_0654,AIML,2,D,Day Scholar,75% and Above
STU0655,50,90.0,Student_0655,MECH,2,B,Day Scholar,75% and Above
STU0656,50,86.0,Student_0656,AIML,4,C,Hostel,75% and Above
STU0657,50,82.0,Student_0657,MECH,2,A,Day Scholar,75% and Above
STU0658,50,82.0,Student_0658,ECE,3,C,Hostel,75% and Above
STU0659,50,76.0,Student_0659,MECH,1,A,Day Scholar,75% and Above
STU0660,50,78.0,Student_0660,EEE,1,D,Day Scholar,75% and Above
STU0661,50,76.0,Student_0661,CSE,1,D,Day Scholar,75% and Above
STU0662,50,76.0,Student_0662,MECH,1,A,Hostel,75% and Above
STU0663,50,88.0,Student_0663,MECH,4,A,Hostel,75% and Above
STU0664,50,78.0,Student_0664,CSE,1,A,Day Scholar,75% and Above
STU0665,50,74.0,Student_0665,EEE,1,D,Hostel,Below 75%
STU0666,50,74.0,Student_0666,AIML,1,B,Day Scholar,Below 75%
STU0667,50,88.0,Student_0667,MECH,1,C,Day Scholar,75% and Above
STU0668,50,86.0,Student_0668,CSE,3,C,Hostel,75% and Above
STU0669,50,88.0,Student_0669,ECE,1,D,Hostel,75% and Above
STU0670,50,84.0,Student_0670,CSE,3,C,Hostel,75% and Above
STU0671,50,76.0,Student_0671,ECE,4,A,Hostel,75% and Above
STU0672,50,76.0,Student_0672,EEE,2,B,Day Scholar,75% and Above
STU0673,50,78.0,Student_0673,AIML,1,C,Hostel,75% and Above
STU0674,50,76.0,Student_0674,CSE,2,B,Hostel,75% and Above
STU0675,50,72.0,Student_0675,IT,2,A,Day Scholar,Below 75%
STU0676,50,78.0,Student_0676,IT,4,C,Hostel,75% and Above
STU0677,50,84.0,Student_0677,CIVIL,2,D,Hostel,75% and Above
STU0678,50,82.0,Student_0678,MECH,3,B,Hostel,75% and Above
STU0679,50,72.0,Student_0679,EEE,2,A,Hostel,Below 75%
STU0680,50,78.0,Student_0680,CSE,2,B,Day Scholar,75% and Above
STU0681,50,90.0,Student_0681,IT,2,C,Day Scholar,75% and Above
STU0682,50,74.0,Student_0682,MECH,1,C,Hostel,Below 75%
STU0683,50,82.0,Student_0683,IT,1,D,Hostel,75% and Above
STU0684,50,84.0,Student_0684,CSE,3,A,Day Scholar,75% and Above
STU0685,50,82.0,Student_0685,ECE,3,A,Hostel,75% and Above
STU0686,50,86.0,Student_0686,CSE,1,D,Hostel,75% and Above
STU0687,50,78.0,Student_0687,CIVIL,3,D,Hostel,75% and Above
STU0688,50,92.0,Student_0688,CSE,1,A,Hostel,75% and Above
STU0689,50,86.0,Student_0689,CSE,4,B,Hostel,75% and Above
STU0690,50,78.0,Student_0690,CIVIL,2,B,Hostel,75% and Above
STU0691,50,82.0,Student_0691,EEE,2,D,Hostel,75% and Above
STU0692,50,82.0,Student_0692,CSE,3,B,Hostel,75% and Above
STU0693,50,76.0,Student_0693,CIVIL,1,A,Hostel,75% and Above
STU0694,50,76.0,Student_0694,MECH,1,C,Day Scholar,75% and Above
STU0695,50,92.0,Student_0695,ECE,3,C,Day Scholar,75% and Above
STU0696,50,76.0,Student_0696,ECE,1,B,Day Scholar,75% and Above
STU0697,50,84.0,Student_0697,CSE,4,D,Hostel,75% and Above
STU0698,50,86.0,Student_0698,EEE,2,D,Hostel,75% and Above
STU0699,50,78.0,Student_0699,EEE,3,D,Day Scholar,75% and Above
STU0700,50,84.0,Student_0700,MECH,3,D,Hostel,75% and Above
STU0701,50,86.0,Student_0701,CSE,1,D,Day Scholar,75% and Above
STU0702,50,84.0,Student_0702,ECE,3,B,Hostel,75% and Above
STU0703,50,84.0,Student_0703,EEE,4,C,Day Scholar,75% and Above
STU0704,50,90.0,Student_0704,CSE,1,C,Day Scholar,75% and Above
STU0705,50,88.0,Student_0705,IT,1,B,Day Scholar,75% and Above
STU0706,50,76.0,Student_0706,EEE,1,D,Hostel,75% and Above
STU0707,50,90.0,Student_0707,CIVIL,1,B,Day Scholar,75% and Above
STU0708,50,72.0,Student_0708,IT,4,C,Hostel,Below 75%
STU0709,50,84.0,Student_0709,EEE,1,A,Hostel,75% and Above
STU0710,50,92.0,Student_0710,ECE,3,B,Hostel,75% and Above
STU0711,50,78.0,Student_0711,AIML,4,D,Hostel,75% and Above
STU0712,50,84.0,Student_0712,IT,2,C,Hostel,75% and Above
STU0713,50,78.0,Student_0713,MECH,2,C,Hostel,75% and Above
STU0714,50,84.0,Student_0714,MECH,3,C,Hostel,75% and Above
STU0715,50,84.0,Student_0715,ECE,3,C,Day Scholar,75% and Above
STU0716,50,72.0,Student_0716,EEE,4,D,Day Scholar,Below 75%
STU0717,50,82.0,Student_0717,CSE,2,A,Day Scholar,75% and Above
STU0718,50,80.0,Student_0718,EEE,2,C,Hostel,75% and Above
STU0719,50,84.0,Student_0719,ECE,2,B,Hostel,75% and Above
STU0720,50,82.0,Student_0720,MECH,2,A,Hostel,75% and Above
STU0721,50,84.0,Student_0721,EEE,2,C,Hostel,75% and Above
STU0722,50,88.0,Student_0722,MECH,1,A,Day Scholar,75% and Above
STU0723,50,72.0,Student_0723,IT,3,B,Hostel,Below 75%
STU0724,50,76.0,Student_0724,CSE,1,C,Day Scholar,75% and Above
STU0725,50,88.0,Student_0725,IT,2,B,Hostel,75% and Above
STU0726,50,80.0,Student_0726,MECH,4,D,Day Scholar,75% and Above
STU0727,50,78.0,Student_0727,MECH,4,C,Hostel,75% and Above
STU0728,50,84.0,Student_0728,AIML,2,C,Day Scholar,75% and Above
STU0729,50,72.0,Student_0729,AIML,2,C,Hostel,Below 75%
STU0730,50,82.0,Student_0730,IT,4,C,Day Scholar,75% and Above
STU0731,50,86.0,Student_0731,CIVIL,1,D,Hostel,75% and Above
STU0732,50,80.0,Student_0732,IT,1,C,Day Scholar,75% and Above
STU0733,50,76.0,Student_0733,AIML,2,A,Day Scholar,75% and Above
STU0734,50,80.0,Student_0734,MECH,1,C,Hostel,75% and Above
STU0735,50,70.0,Student_0735,ECE,4,D,Day Scholar,Below 75%
STU0736,50,74.0,Student_0736,IT,1,C,Hostel,Below 75%
STU0737,50,88.0,Student_0737,MECH,2,A,Hostel,75% and Above
STU0738,50,78.0,Student_0738,ECE,4,D,Hostel,75% and Above
STU0739,50,92.0,Student_0739,ECE,1,D,Day Scholar,75% and Above
STU0740,50,90.0,Student_0740,AIML,3,A,Day Scholar,75% and Above
STU0741,50,74.0,Student_0741,IT,4,A,Hostel,Below 75%
STU0742,50,86.0,Student_0742,EEE,4,A,Hostel,75% and Above
STU0743,50,82.0,Student_0743,CSE,3,A,Day Scholar,75% and Above
STU0744,50,84.0,Student_0744,AIML,3,A,Day Scholar,75% and Above
STU0745,50,82.0,Student_0745,AIML,4,D,Day Scholar,75% and Above
STU0746,50,90.0,Student_0746,EEE,3,D,Hostel,75% and Above
STU0747,50,90.0,Student_0747,CSE,2,C,Hostel,75% and Above
STU0748,50,72.0,Student_0748,MECH,2,C,Hostel,Below 75%
STU0749,50,84.0,Student_0749,CIVIL,2,B,Hostel,75% and Above
STU0750,50,96.0,Student_0750,IT,4,C,Hostel,75% and Above
STU0751,50,82.0,Student_0751,CIVIL,3,C,Day Scholar,75% and Above
